Time,Peak Current
214.8,1.916932312
215.2,1.921370101
215.6,1.917635997
216,1.911268843
216.4,1.910722328
216.8,1.904418358
217.2,1.906905813
217.6,1.919429285
218,1.908833356
218.4,1.915205798
218.8,1.915562403
219.2,1.902677006
219.6,1.901708637
220,1.901743659
220.4,1.904926125
220.8,1.917492142
221.2,1.919380245
221.6,1.919035341
222,1.914758907
222.4,1.908760499
222.8,1.905854765
223.2,1.916432606
223.6,1.902724365
224,1.911795485
224.4,1.916058599
224.8,1.912177954
225.2,1.912124696
225.6,1.904150956
226,1.895532602
226.4,1.913295895
226.8,1.898432227
227.2,1.908697983
227.6,1.904826391
228,1.902451081
228.4,1.900074128
228.8,1.902272603
229.2,1.89172287
229.6,1.88824794
230,1.887117625
230.4,1.879833619
230.8,1.869138674
231.2,1.860189898
231.6,1.850067022
232,1.845664313
